Nitrogen,Phosphorous,Potassium,Temparature,Humidity,Ph,Moisture,rainfall,Crop Type
18,41,4,24.94,59.33,6.723455954,39.15,375.1527621,Barley
42,0,0,26.72,58.18,6.3819757,37.93,376.6264873,Barley
19,44,0,40,72.53,6.810705864,69.09,376.6292819,Barley
13,36,1,34.83,74.84,6.958532972,38.55,342.5965259,Barley
13,36,4,25.42,59.82,7.69012205,44.93,390.448717,Barley
25,25,4,31.16,56.43,6.040711657,43.16,362.3981116,Barley
12,14,0,30.79,62.82,8.498378189,29.74,363.0845883,Barley
12,34,0,36.87,74.71,4.681788292,25.27,353.185592,Barley
17,23,0,33.1,57.5,6.787958548,42.07,391.1443867,Barley
31,4,0,25.42,48.77,5.539470336,35.86,389.3225839,Barley
27,24,3,25.03,48.11,5.793133044,40.57,369.6506853,Barley
5,30,3,32.02,49.9,6.406012049,34.01,359.5767381,Barley
7,25,12,32.22,54.23,8.415738765,47.91,370.5605951,Barley
9,16,8,29.7,49.26,6.208772945,41.74,364.0156874,Barley
43,0,2,31.17,47.4,6.659193518,35.26,369.5360921,Barley
33,0,0,24.26,47.47,5.798884044,41.47,374.2378948,Barley
11,18,0,34.67,58.7,6.009982286,28.33,329.0194732,Barley
12,25,12,24.99,65.8,8.386742137,51.83,388.4469561,Barley
14,37,0,27.51,55.86,7.650884446,41.39,300.8317942,Barley
40,0,0,38.02,73.39,6.605012916,34.53,353.8213381,Barley
8,20,14,26.15,60.28,6.372211262,36.97,327.625585,Barley
3,33,7,31.75,60.66,5.770917995,70,321.5985087,Barley
9,9,0,22.21,46.25,6.267430096,51.97,361.6508426,Barley
6,13,2,27.77,42.89,6.273107772,59.1,361.9292786,Barley
22,26,1,35.08,60.37,7.207608669,45.69,343.2922551,Barley
38,0,2,27.01,57.18,6.327313528,41.37,363.7700585,Barley
15,45,4,37.27,64.08,5.583086432,36.28,376.8749532,Barley
17,38,0,26.44,66.93,6.200892725,58.88,385.3553313,Barley
32,3,0,29.99,45.6,5.634078999,70,334.7928181,Barley
6,22,16,37.04,63.94,4.95412931,35.24,343.0283973,Barley
11,10,3,23.94,56.65,7.448942764,31.99,350.4079518,Barley
19,13,14,22.87,44.91,6.121976471,24.78,325.2031714,Barley
20,22,0,38.62,70.77,6.266626254,25.82,360.5376423,Barley
22,20,3,21.59,47.89,6.609653117,48.19,322.8746514,Barley
16,38,0,33.71,59.42,8.222758401,29.32,320.6548047,Barley
42,0,0,30.51,52.84,5.689308082,30.95,307.2824938,Barley
40,3,4,27.42,45.99,7.59192319,47.82,308.9458098,Barley
10,17,18,25.31,65.02,5.696030519,24.18,385.4778162,Barley
17,36,0,22.6,44.65,5.652620827,29.06,357.0335525,Barley
13,9,0,28.83,56.35,5.937421724,43.69,397.7063686,Barley
16,33,0,32.31,67.96,6.931078263,62.73,343.7593173,Barley
10,41,0,33.6,66.97,7.354150908,34.42,326.092551,Barley
19,18,3,36.3,68.21,6.2648049,70,384.6339077,Barley
18,42,0,21.92,53,8.356842589,33.57,327.8210383,Barley
13,11,0,30.92,56.11,6.558785421,55.05,362.0521438,Barley
36,0,4,28.55,43.74,5.899597212,27.1,397.1884128,Barley
5,17,0,27.88,43.64,6.750513671,55.1,341.632834,Barley
26,17,0,32.41,66.99,6.750481463,33.52,367.0537694,Barley
9,8,4,25.98,46.81,6.02064284,32.02,390.5968743,Barley
16,38,0,29.95,49.83,5.770651785,44.85,317.495709,Barley
12,8,3,21.05,42.39,8.019095234,70,380.9557577,Barley
16,7,3,25.68,59.99,4.811245786,51.16,390.5404874,Barley
17,15,2,38.07,59.39,7.479459024,38.63,353.2045841,Barley
12,11,0,28.98,50.38,6.595966826,56.54,342.7442564,Barley
14,9,13,30.16,60.67,6.394684596,37.22,371.6292677,Barley
11,27,11,30.18,51.81,6.421300568,29.94,369.4772094,Barley
6,22,18,33.6,55.53,6.679870366,49.42,313.2001115,Barley
8,43,0,32.32,62.37,4.721965223,45.01,381.0248383,Barley
6,31,10,25.72,53.66,5.730752775,21.91,311.9839266,Barley
35,0,2,36.1,73.12,6.909691427,51.29,328.2990748,Barley
8,18,22,30.61,66.36,5.945936291,42.09,381.7802591,Barley
15,12,15,33.91,72.18,4.611261066,53.83,371.3762152,Barley
23,25,0,27.42,63.5,6.495974706,45.7,304.7468308,Barley
4,17,13,30.88,44.61,6.732798179,40.83,352.1222497,Barley
40,0,3,23.88,57.05,7.434057601,35.25,350.4878232,Barley
44,1,4,27.68,68.09,6.289721042,32.86,389.9163532,Barley
36,4,4,34.85,71.71,7.465309558,50.57,374.1405581,Barley
36,4,2,27.42,44.23,6.378001131,32.95,382.8065447,Barley
5,27,2,33.14,49.95,6.537241717,36.02,313.6737219,Barley
12,30,9,29.23,44.55,5.589957724,33.21,303.1192502,Barley
36,3,2,30.26,47.16,6.136809408,68.58,338.7874929,Barley
10,16,11,29.25,42.98,7.504858695,64.69,314.278688,Barley
12,18,17,27.98,63.97,6.904126672,45.35,354.1102082,Barley
5,29,4,25.87,58.43,6.42820172,64.21,395.8032927,Barley
17,23,0,27.5,71.05,6.832039851,41.74,377.8962061,Barley
19,25,0,23.28,54.92,6.692044981,45,320.8150319,Barley
12,45,1,23.13,57.17,5.691703771,30.1,339.3647877,Barley
5,14,4,30.62,46.34,6.953654897,61.19,334.5542117,Barley
40,0,4,32.61,54.79,7.656683363,70,341.6675237,Barley
37,1,0,34.21,67.02,5.437159059,41.72,327.2011382,Barley
39,0,2,29.25,74.15,6.929437834,45.73,395.5018094,Barley
21,22,0,30.02,44.98,6.567568061,45.58,385.2524935,Barley
39,0,0,35.94,78.88,7.134792168,56.11,330.0018624,Barley
8,12,16,28.68,58.87,6.473639021,64.36,386.7049135,Barley
11,37,2,29.99,48.04,6.351709998,23.13,337.1354256,Barley
41,4,0,29.44,68.03,6.272468942,20.57,354.5954765,Barley
21,28,0,31,62,4.531874792,44,353.9330632,Barley
3,14,0,28.48,49.43,5.01408421,44.67,319.6305256,Barley
25,21,3,32.98,67.67,6.59262815,45.92,380.2137627,Barley
11,14,3,23.42,53.65,5.669951652,69.68,308.3899722,Barley
7,39,1,27.45,53.07,6.255369219,54.24,331.9286609,Barley
10,19,21,24.99,66.72,6.510241279,29.41,378.6825602,Barley
18,45,0,26.91,44.27,6.91961267,23.76,326.3772726,Barley
10,14,9,20.52,46.83,7.796227932,35.07,382.2661369,Barley
37,0,4,31.98,55.89,6.170828817,57.6,325.161158,Barley
21,16,3,23.62,48.41,5.589262502,28.57,343.9041811,Barley
12,40,4,40,64.34,6.686200465,28.36,331.2277066,Barley
18,11,3,30.92,42.88,5.952778817,26.76,367.1741017,Barley
8,6,0,27.32,69.77,7.025194178,41,389.0605793,Barley
18,33,0,31.98,58.87,6.288974509,58.24,346.4790455,Barley
17,20,0,29.73,58.67,6.37736864,29.64,338.7112964,Barley
33,0,3,29.58,59.37,7.0369177,36.3,364.7280441,Barley
17,41,0,31.32,55.37,6.718247055,58.58,381.4933418,Barley
8,11,1,29.63,58.39,5.623444235,64.42,387.0755483,Barley
5,16,1,30.21,50.79,6.134659825,37.79,306.0170183,Barley
38,1,3,28.96,44.12,6.208027256,38.64,306.0831034,Barley
43,3,0,25.57,54.15,6.406163532,30.23,390.3560039,Barley
34,1,0,20.85,58.5,8.168841891,65.7,392.0130077,Barley
12,28,12,34.06,71.7,5.887904405,43.15,353.9582998,Barley
7,17,0,30.45,58.6,5.371515106,50.65,307.410423,Barley
13,13,13,38.32,66.46,5.923292242,54.06,303.3420821,Barley
4,32,13,38.32,58.04,8.205529091,29.6,323.7884033,Barley
9,34,8,32.7,66.93,7.513915612,54.09,369.3710389,Barley
11,28,10,26.62,60.59,6.411896845,21.88,324.8526653,Barley
5,13,16,25.2,54.36,7.782037065,56.57,343.1842917,Barley
13,35,0,31.52,44.64,6.102199252,42.86,369.083694,Barley
10,40,2,27.32,55.2,7.543256087,41.01,337.748326,Barley
8,14,10,32.16,62.99,5.819740553,55.68,325.2636259,Barley
33,0,0,32.91,71.31,7.967310443,38.32,326.9089314,Barley
8,11,0,30.52,69.57,5.856034733,57.08,367.1408978,Barley
38,1,0,24.24,59.04,6.900712194,50.07,357.1650453,Barley
19,43,0,35.22,60.12,5.915660113,46.49,353.3318333,Barley
8,30,7,28.94,57.14,8.319054897,30.57,394.269246,Barley
40,1,0,35.66,61.27,6.487392785,31.86,382.1509396,Barley
6,25,10,30.19,57.73,7.360204881,35,307.4115082,Barley
8,14,4,32.36,59.53,6.294347777,47.64,367.5875548,Barley
35,3,4,26.95,60.64,6.436672786,35.66,382.0714161,Barley
1,13,13,31.58,60.79,5.550563702,41.51,353.9085461,Barley
36,0,0,32.4,63.31,6.69779786,54.7,332.3153462,Barley
12,30,6,26.75,56.87,5.589083015,20,336.3072576,Barley
8,42,0,25.49,59.63,6.343526839,68.9,334.2914884,Barley
38,0,1,30.01,73.84,6.658889232,51.09,342.6861482,Barley
10,11,0,23.04,47.21,5.970781494,40.69,320.558623,Barley
10,22,13,28.65,59.24,6.204061799,40.45,359.0467578,Barley
15,37,4,29.06,51.8,4.533682523,55.09,350.2133587,Barley
10,32,6,24.11,60.41,6.932280528,41.46,336.7090677,Barley
38,0,0,24.12,45.11,6.771946169,46.29,389.0220545,Barley
34,3,0,28.91,60.07,7.301766592,39.93,343.1719024,Barley
10,17,0,25.66,59.28,8.380383252,49.09,390.7277273,Barley
15,33,0,32.19,68.94,6.235026803,67.37,308.0479809,Barley
38,0,0,31.62,57.89,6.441158668,39.02,392.3831188,Barley
22,24,0,28.9,48.22,5.8093886,39.67,318.9941986,Barley
20,26,0,28.16,51.2,6.576936347,43.04,394.3957498,Barley
11,37,1,31.59,52.6,6.02238698,26.27,322.8749481,Barley
13,36,0,34.76,73.32,8.463402058,59.45,371.4950386,Barley
7,14,14,38.09,65.45,6.103427584,47.28,386.3729187,Barley
35,0,3,34.98,76.76,6.893845264,43.81,388.592948,Barley
3,26,6,35.94,62.93,6.759822849,28.98,394.3628821,Barley
10,22,22,32.91,58.24,5.055794768,59.48,303.515684,Barley
5,26,5,29.85,48,6.83850858,20,332.3413581,Barley
5,27,9,36.35,64.04,6.915877558,65.28,363.1946579,Barley
14,17,13,24.56,57.15,6.035787796,43.97,388.7798109,Barley
25,21,3,28.01,69.78,5.848187159,32.44,395.1315947,Barley
20,19,0,30.2,51.16,5.656202066,32.5,366.2316199,Barley
41,0,0,33.85,69.07,5.20638087,48.24,342.1866403,Barley
21,28,3,32.79,70.93,8.136316161,38.13,307.9428638,Barley
11,32,13,23.79,58.36,6.276898128,23.74,355.9774401,Barley
18,14,0,28.85,58.66,6.596863099,43.76,397.7506272,Barley
13,39,3,40,65.82,5.713653781,37.56,302.422669,Barley
20,20,4,21.85,49.88,6.15732664,44.21,399.3119911,Barley
11,12,5,26.02,52.46,7.415884287,31.12,372.4991412,Barley
30,0,0,29.68,59.22,6.67087448,36.21,369.9592436,Barley
16,17,0,28.35,41.51,6.162978494,29.49,389.5818439,Barley
16,33,0,24.72,49.17,7.317511128,70,319.1405172,Barley
41,0,3,38.72,73.5,6.1378788,49.78,340.8508827,Barley
14,11,0,26.45,51.02,6.688527647,41.39,313.4360333,Barley
4,24,21,33.94,69.58,5.756585085,46.01,305.7156754,Barley
9,26,12,33.24,58.1,5.344074291,55.98,305.2785696,Barley
11,31,13,24.26,49.84,6.048604996,30.21,394.6852114,Barley
11,28,4,36.26,72.92,6.495489685,70,383.9024486,Barley
10,15,20,23.87,47.11,5.668053551,30.61,324.3792788,Barley
9,3,1,29.38,53.5,6.547708983,37.11,313.9738744,Barley
6,12,0,28.49,56.61,5.552453429,36.96,388.2526854,Barley
37,0,1,25.17,46.44,6.589764636,37.04,300.3745306,Barley
12,37,0,31.9,55.45,4.913607596,59.87,352.1932238,Barley
11,11,14,30.31,54.48,7.118739908,25.49,342.7698481,Barley
24,23,0,31.46,52.2,6.343165875,31.78,312.6566599,Barley
13,25,10,26.37,58.84,5.634869522,50.54,327.7055104,Barley
40,0,1,31.17,48.39,4.869896704,33.21,339.6267859,Barley
9,35,0,31.56,55.15,6.440241462,56.8,349.9534304,Barley
45,0,0,34.14,73.42,4.751213035,43.02,300.8328279,Barley
32,1,0,27.91,56.12,4.888708928,55.18,349.3913104,Barley
11,14,0,34.15,63.96,5.744388493,47.64,375.1572817,Barley
34,2,0,31.51,64.47,5.947615321,59.18,356.9143569,Barley
19,37,1,33.19,66.17,7.422472457,37.08,364.2346237,Barley
39,1,3,32.16,54.28,5.748971898,39.92,368.1695708,Barley
21,19,0,25,50,4.769221563,39,362.3633008,Barley
12,16,18,33.51,59.04,6.185973445,44.65,321.0478659,Barley
6,28,11,35.16,68.01,6.038002483,47.87,356.2791887,Barley
15,14,13,34.84,64.32,8.27480356,51.31,372.3524756,Barley
28,22,4,34.8,59.89,4.688164005,59.4,366.1402346,Barley
24,21,0,34.73,68.13,5.593930782,39.85,324.7390802,Barley
19,16,0,34.32,60.9,6.601213626,35.02,393.7969449,Barley
15,39,1,26.03,60.45,7.393359037,46.4,398.6788262,Barley
1,27,8,31.43,64.88,4.844097431,54.37,333.1531974,Barley
5,18,14,27.4,56.16,5.751586993,45.88,381.1176532,Barley
8,10,18,31.38,57.81,5.533555325,50.23,369.8383081,Barley
9,39,0,40,65.13,7.248225169,40.28,391.6181992,Barley
12,19,14,39.89,63.45,6.323553279,47.15,382.4286067,Barley
20,19,0,35.89,52.9,6.343899382,44.55,304.4807459,Barley
7,28,9,26.23,63.15,5.812849959,63.34,313.6691968,Barley
13,26,12,29.3,52.52,5.091082295,59.05,337.5845234,Barley
33,0,0,26.18,47.19,6.663705129,39.82,397.5899644,Barley
8,33,0,34.54,69.83,6.623446697,51.36,321.3582353,Barley
22,16,4,36.05,70.84,7.521984234,30.08,350.8497327,Barley
24,22,0,26.86,59.65,6.078146077,38.45,308.3248251,Barley
26,18,0,28.35,60.55,6.625253196,52.54,388.3266047,Barley
22,20,0,31.87,65.45,5.060583235,31.98,315.5055177,Barley
3,17,19,33.64,66.85,5.794660814,33.19,306.1559923,Barley
18,29,0,27.61,71.93,5.647691273,41.84,366.3459363,Barley
37,0,2,25.34,51.56,5.844036416,38.67,369.1508418,Barley
9,37,0,24.22,50.03,6.44126873,55.39,399.8071227,Barley
10,42,2,37.61,61.11,6.763033199,36.72,376.2713745,Barley
9,10,0,27.41,52.54,7.812372275,41.48,327.0574521,Barley
25,22,0,30.78,50.3,6.350024013,52.95,330.6783764,Barley
39,0,1,33.61,51.43,6.137760586,21.75,387.1096999,Barley
6,31,10,37.23,62.96,5.998609816,32.84,349.4919509,Barley
25,25,2,23.9,58.01,7.803368833,40.51,354.700862,Barley
10,17,0,36.71,76.2,5.680466924,24.17,396.4902658,Barley
14,37,3,34.48,69,6.231870863,39.73,316.0928925,Barley
22,18,1,33.94,63.51,7.46835731,41.89,324.9955911,Barley
15,33,3,30.89,62.85,6.686711936,24.23,312.5981901,Barley
34,0,0,30.72,62.41,5.278507816,35.53,348.6305635,Barley
5,32,11,31.66,60.47,7.963585612,54.89,339.2151276,Barley
13,35,0,36.87,73.12,4.54168691,54.53,379.5681472,Barley
12,23,9,28.26,50.41,5.58841995,34.56,364.8903726,Barley
17,19,0,25.09,67.19,7.442561144,40.04,330.4222753,Barley
34,1,2,30.18,68.42,6.510986275,36.95,324.3159354,Barley
7,36,4,27.05,61.36,8.455130585,20,357.8010074,Barley
13,43,0,28.66,50.21,6.233614445,39.99,304.081304,Barley
10,36,1,31.75,69.81,7.404731384,26.93,301.3772254,Barley
36,0,0,29.44,50.92,6.274056438,34.24,330.2141748,Barley
10,35,0,35,67,5.067602191,42,306.5069796,Barley
23,22,2,31.26,67.75,6.934714628,26.57,372.104315,Barley
20,16,0,30.68,66.84,5.795100352,47.59,339.351713,Barley
7,30,9,36,68,5.314742137,38,373.8998827,Barley
14,17,1,31.14,61.27,7.722291715,45.36,384.339752,Barley
26,24,0,29.06,54.83,6.085121707,25.81,325.4690038,Barley
16,42,0,36.39,71,6.235964929,65.23,357.082371,Barley
23,17,0,26.77,47.3,5.797858089,36.53,380.2530475,Barley
9,9,0,31.44,60.25,6.196625153,50.87,329.7596225,Barley
21,22,0,36.02,69.03,4.572133217,54.45,380.8793478,Barley
12,42,0,30,60,5.278438633,47,336.9896321,Barley
38,0,1,29.19,65.8,6.396799221,33.2,387.090468,Barley
14,37,0,32.72,68.34,6.063964271,67.2,341.6743117,Barley
18,33,0,33.71,58.93,6.085806685,43.88,335.5099982,Barley
40,0,0,30.09,52.45,7.644166714,34.93,306.606616,Barley
42,0,0,38.18,72.68,6.824429501,52.23,313.539472,Barley
15,39,4,23.9,44.45,5.683049862,32.53,342.6388015,Barley
19,22,0,35.35,71.27,6.964637503,70,319.4396126,Barley
15,14,14,37.86,61.26,6.113736655,47.91,357.8086183,Barley
34,0,3,37.12,73.59,5.939271791,58.49,360.3107341,Barley
11,9,4,37.71,69.38,6.820547191,61.7,301.7737369,Barley
13,41,0,32.89,73.2,6.655061046,61.14,379.9137662,Barley
16,9,8,22.16,53.56,6.04648717,37.96,391.5011894,Barley
12,13,10,26,52,4.597238956,35,394.9708283,Barley
38,4,1,29.41,59.37,5.274339897,32.03,354.7624534,Barley
5,15,18,28,54,6.105609696,47,316.1962546,Barley
17,32,0,33.42,63.69,5.896918142,60.05,337.3230471,Barley
13,38,4,38.21,60.25,6.783783639,49.83,352.5072467,Barley
11,12,0,31.02,54.58,5.926998284,45.71,324.6231102,Barley
6,34,0,24.1,52.08,4.78863379,65.93,382.182042,Barley
12,17,14,26.84,45.54,7.272465213,50.57,334.4429509,Barley
3,31,4,39.68,75.02,6.508629535,51.69,313.5713784,Barley
41,1,0,38.71,73.81,5.540395326,59.76,360.6023104,Barley
35,0,0,39.39,71.67,7.632777716,49.34,317.0592933,Barley
15,43,0,36.47,70.93,7.27498726,66.79,325.0016022,Barley
41,0,0,35.79,67.64,6.871651597,45.04,364.6457248,Barley
9,38,0,32.69,67.2,6.937046451,30.23,337.7871383,Barley
14,11,0,35.2,59.92,4.964976067,34.79,364.2364868,Barley
38,0,0,36.29,71,7.179797129,56.12,300.6046068,Barley
7,19,16,29.65,59.65,6.177417005,26.35,355.4932203,Barley
36,0,0,27.12,57.97,6.869091202,29.2,385.0409397,Barley
14,32,2,33.4,58.26,6.407605601,40.56,331.1494246,Barley
13,32,8,31.29,48.4,6.130385593,35.57,336.3228338,Barley
8,27,8,28.88,68.91,6.649988747,22.41,371.2531556,Barley
9,19,8,34.81,71.07,5.608720968,65.13,394.8989051,Barley
40,3,0,29.14,58.46,7.197722949,36.98,350.9142737,Barley
38,0,0,31.78,68.85,5.90346466,30.4,397.1990174,Barley
14,36,0,30.44,50.67,5.570025739,28.24,302.1378542,Barley
12,42,0,29.67,64.78,6.952630597,21,363.686819,Barley
16,15,2,22.28,49.48,6.763269481,37.92,347.4301418,Barley
25,18,0,30.03,52.95,5.541608791,35.22,301.6180826,Barley
9,8,2,25.13,69.36,6.440421806,50.28,316.6100505,Barley
26,23,1,29.82,55.72,7.17969034,58.33,344.0010164,Barley
2,16,17,33.67,66.03,6.306596829,37.65,384.4728258,Barley
37,0,2,23.09,47.76,6.209174184,36.04,354.9394619,Barley
16,38,0,29.68,51.55,6.385189249,20.35,399.0609866,Barley
27,19,1,33.27,51.22,5.28230765,37.76,344.2577029,Barley
7,20,18,20.72,56.64,6.690535081,38.74,320.6931255,Barley
26,18,2,32.29,56.56,7.019003165,63.14,312.5271061,Barley
15,38,3,27.65,50.22,5.561157338,42.85,339.5265052,Barley
3,30,5,34.35,67.37,6.363923224,55.82,833.5790946,Cotton
14,33,0,25.01,65.74,6.164756441,69.58,798.6984302,Cotton
4,26,10,30.85,62.03,5.546158425,23.42,971.8075065,Cotton
9,22,20,29.39,55.08,5.008229444,28.55,660.2922855,Cotton
13,9,3,21.4,45.95,7.446789061,67.15,658.3702601,Cotton
11,26,5,32.95,47.81,6.371607635,36.46,604.9968354,Cotton
8,8,0,28.47,63.69,6.561970434,51.32,721.0374407,Cotton
34,0,2,27.7,60.18,5.078528213,26.58,865.3322971,Cotton
23,21,1,21.36,46.46,6.63261258,35.37,876.0727424,Cotton
19,21,1,27.63,54.5,6.903940233,38.48,598.0934762,Cotton
5,17,0,34.03,55.38,6.091192667,49.19,957.3529766,Cotton
9,22,6,30.42,60.17,6.446696034,36.66,740.9569478,Cotton
12,36,1,29.44,59.33,6.305566009,21.43,611.539073,Cotton
7,37,1,37.99,67.95,6.043215526,39.62,846.084189,Cotton
33,0,1,27.94,59.27,7.592937873,46.39,826.0073148,Cotton
13,36,0,30.9,45.86,5.834355261,40.74,736.3594454,Cotton
12,27,11,25.5,51.34,7.325814103,61.51,626.1809945,Cotton
13,38,0,39.41,69.09,6.869572882,40.35,724.1025602,Cotton
13,9,7,29.17,43.7,6.802029813,41.77,701.5039405,Cotton
10,31,8,32.42,61.47,8.275886264,38.76,517.3991963,Cotton
7,5,3,25.83,42.5,5.580958056,60.32,950.8472616,Cotton
16,41,3,39.21,64.25,6.286698465,56.31,789.3804887,Cotton
3,27,4,28.61,67.47,6.698363061,32.42,553.1863621,Cotton
11,26,5,27.34,49.39,6.313375591,47.11,896.1817214,Cotton
26,14,0,32.69,55.03,8.288765332,46.23,517.256836,Cotton
38,0,0,24.58,45.65,4.880640723,30.81,919.1030728,Cotton
20,20,3,33.18,58.37,5.838452798,27.03,824.9584561,Cotton
9,45,2,25.22,47.33,4.715924591,25.94,670.6900947,Cotton
26,25,0,23.07,47.07,5.797643579,38.29,753.994629,Cotton
23,18,2,29.53,61.71,7.079925665,30.58,971.4833145,Cotton
11,43,4,35.62,59.9,8.094720496,40.62,633.2861222,Cotton
23,15,0,27.2,71.23,5.548083611,31.58,809.9948658,Cotton
33,0,0,22.19,49.39,6.46442346,34.73,872.8390795,Cotton
37,0,2,35.37,57.59,6.114242945,60.56,585.2507615,Cotton
36,0,0,34.51,64.96,6.006522553,68.56,760.375665,Cotton
34,2,0,30.64,57.11,8.47987271,28.44,634.1904663,Cotton
16,40,0,32.85,53.6,6.218140972,43.22,653.015057,Cotton
4,26,7,36.08,67.07,7.07041864,39.77,899.4723546,Cotton
15,14,13,33.82,61.25,7.970678551,59.51,829.7790447,Cotton
23,19,0,30.75,56.09,5.99243785,51.19,578.2237701,Cotton
20,17,4,31.27,66.2,6.773101783,43.52,891.3183768,Cotton
44,0,0,23.56,50.55,6.036928103,43.22,769.1805064,Cotton
6,18,15,35.73,63.26,5.809180591,50.02,650.2737342,Cotton
15,40,0,37.13,53.26,6.691991688,35.49,719.9668756,Cotton
42,0,4,33.55,69.48,6.763979058,37.73,719.1962411,Cotton
7,39,4,25.93,48.16,7.21109639,64.92,637.1400485,Cotton
16,12,0,29.18,45.72,6.68403218,43.85,996.0798661,Cotton
24,17,0,38.27,63.88,5.927820009,33.14,957.2521646,Cotton
27,17,0,27.22,49.22,6.546497739,52.2,536.116041,Cotton
13,14,4,29.62,60.67,5.734095589,58.93,715.7352559,Cotton
22,23,2,26.29,43.92,6.681986926,34.22,656.6652671,Cotton
14,19,12,24.08,62.89,8.372617303,34.44,846.3281895,Cotton
19,21,1,34.63,64,6.463904354,53.06,825.4360864,Cotton
7,32,7,33.32,56.56,6.219066712,52.81,679.3650677,Cotton
37,0,0,33.91,65.24,5.816854575,30.22,559.9543028,Cotton
11,12,1,23,53.85,5.881726631,26.32,800.4589091,Cotton
11,26,7,35.64,58.1,7.056799318,59.75,960.9544069,Cotton
7,33,10,27.58,56.9,6.662104932,56.18,621.1256164,Cotton
3,30,8,37.11,70.83,5.876049031,56.74,928.3014764,Cotton
10,4,2,26,57.75,6.215140155,41.81,674.479768,Cotton
8,13,0,32.63,66.83,6.709830683,49.59,923.4471965,Cotton
5,33,11,29.52,56.55,6.359623531,31.92,580.4632368,Cotton
26,23,0,34.33,58.34,5.741983354,39.98,812.2807268,Cotton
13,28,8,31.19,51.5,6.836070724,20,693.4893144,Cotton
19,19,3,25.38,61.15,6.072628521,38.97,602.6890151,Cotton
14,11,4,30.59,56.93,6.03559791,49.01,649.3495898,Cotton
10,38,0,29.75,47.56,6.459435609,33.26,509.9584328,Cotton
28,21,0,20.82,46.55,6.232469483,35.51,510.79659,Cotton
13,4,0,23.9,52.22,7.685921444,35.06,884.7043841,Cotton
10,29,11,40,71.51,6.530198849,47.58,761.3980741,Cotton
12,37,0,34.92,58.53,6.685797663,27.98,965.2195055,Cotton
13,6,2,33.15,70.41,7.835210522,44.83,783.1230865,Cotton
9,8,0,22.93,52.54,5.436785833,39.37,703.7490787,Cotton
15,6,0,32.46,62.03,6.82773882,48,549.8534215,Cotton
28,13,0,28.49,66.42,5.846231048,33.78,550.0232328,Cotton
9,23,7,34.28,68.8,7.193342697,43.11,871.8553333,Cotton
9,27,9,36.6,61.48,7.325224709,20,577.8933592,Cotton
22,17,0,35.62,64,7.1063218,37.51,685.9465239,Cotton
42,0,1,29.91,45.99,6.388101379,64.48,762.6280174,Cotton
8,33,7,26,53.96,5.638121942,57.52,580.5519044,Cotton
10,41,0,38,66.68,5.203338819,29.78,768.0386558,Cotton
3,23,23,36.55,67.98,5.808420523,40.42,533.9128796,Cotton
16,34,1,36.19,73.76,6.08454565,41.52,803.8870429,Cotton
18,13,0,21.1,51.91,5.399683597,32.91,742.1731451,Cotton
44,2,0,29.91,60.03,6.986832394,58.5,975.3995846,Cotton
17,43,1,25.34,51.79,6.02942442,24.7,781.301463,Cotton
27,26,2,29.55,59.06,5.983935252,46.69,552.6683609,Cotton
